id,Codigo,CountryFishing,EEZarea,SubAreaEEZ,FAO Area,ICES Area,Year,Tipo,Tipo1,Tipo2,Tipo3,Fresco/Congelado,Origin,Taxon Name,FAO code,Common name_Spanish,Common name_Galician,Landings (tons),Landings (value in €)  ,Price Min. €/Kg ,Price Max. €/Kg ,Price Avrg €/Kg ,CatchType,Input,Notes: Fuente
1374,Noroeste1962,Spain,Spain,Noroeste,27,"VIIIc, IXa",1962,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,2.7,,,,,Landing,National,DGPM
1483,Noroeste1963,Spain,Spain,Noroeste,27,"VIIIc, IXa",1963,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,8.7,,,,,Landing,National,DGPM
1592,Noroeste1964,Spain,Spain,Noroeste,27,"VIIIc, IXa",1964,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,12.0,,,,,Landing,National,DGPM
1701,Noroeste1965,Spain,Spain,Noroeste,27,"VIIIc, IXa",1965,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,5.0,,,,,Landing,National,DGPM
1810,Noroeste1966,Spain,Spain,Noroeste,27,"VIIIc, IXa",1966,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,2.8,,,,,Landing,National,DGPM
1919,Noroeste1967,Spain,Spain,Noroeste,27,"VIIIc, IXa",1967,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,3.2,,,,,Landing,National,DGPM
2028,Noroeste1968,Spain,Spain,Noroeste,27,"VIIIc, IXa",1968,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,5.7,,,,,Landing,National,DGPM
2137,Noroeste1969,Spain,Spain,Noroeste,27,"VIIIc, IXa",1969,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,1.7,,,,,Landing,National,DGPM
2246,Noroeste1970,Spain,Spain,Noroeste,27,"VIIIc, IXa",1970,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.2,,,,,Landing,National,DGPM
2355,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,22.0,,,,,Landing,National,DGPM
2464,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
2573,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
2682,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,13.4,,,,,Landing,National,DGPM
2791,Noroeste1975,Spain,Spain,Noroeste,27,"VIIIc, IXa",1975,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,1.1,,,,,Landing,National,DGPM
2900,Noroeste1976,Spain,Spain,Noroeste,27,"VIIIc, IXa",1976,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3009,Noroeste1977,Spain,Spain,Noroeste,27,"VIIIc, IXa",1977,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3118,Noroeste1978,Spain,Spain,Noroeste,27,"VIIIc, IXa",1978,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3227,Noroeste1979,Spain,Spain,Noroeste,27,"VIIIc, IXa",1979,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3336,Noroeste1980,Spain,Spain,Noroeste,27,"VIIIc, IXa",1980,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,3.0,,,,,Landing,National,DGPM
3445,Noroeste1981,Spain,Spain,Noroeste,27,"VIIIc, IXa",1981,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3554,Noroeste1982,Spain,Spain,Noroeste,27,"VIIIc, IXa",1982,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3663,Noroeste1983,Spain,Spain,Noroeste,27,"VIIIc, IXa",1983,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3772,Noroeste1984,Spain,Spain,Noroeste,27,"VIIIc, IXa",1984,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3881,Noroeste1985,Spain,Spain,Noroeste,27,"VIIIc, IXa",1985,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
3919,Noroeste1986,Spain,Spain,Noroeste,27,"VIIIc, IXa",1986,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Palinurus regius,LOY,Langosta real,Lagosta verde,0.0,,,,,Landing,National,DGPM
5093,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,585.5,,,,,Landing,National,PescadeGalicia
5094,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,548.8,,,,,Landing,National,PescadeGalicia
5095,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,615.5,,,,,Landing,National,PescadeGalicia
5096,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,491.5,,,,,Landing,National,PescadeGalicia
5097,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,576.4,"868,368",0.60,4.15,1.5,Landing,National,PescadeGalicia
5098,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,615.8,"983,792",0.10,4.68,1.6,Landing,National,PescadeGalicia
5099,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,300.8,"495,357",0.50,3.50,1.7,Landing,National,PescadeGalicia
5100,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,758.0,"1,241,988",0.50,6.15,1.6,Landing,National,PescadeGalicia
5101,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,764.9,"1,250,501",0.06,5.00,1.6,Landing,National,PescadeGalicia
5102,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,737.8,"1,469,808",0.50,6.25,2.0,Landing,National,PescadeGalicia
5103,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,701.8,"1,698,607",0.10,6.50,2.4,Landing,National,PescadeGalicia
5104,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,747.9,"1,987,498",0.10,9.00,2.7,Landing,National,PescadeGalicia
5105,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,432.5,"1,214,793",0.15,6.75,2.8,Landing,National,PescadeGalicia
5106,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,629.9,"1,793,013",0.20,8.00,2.9,Landing,National,PescadeGalicia
5107,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,659.2,"1,875,573",0.35,7.10,2.9,Landing,National,PescadeGalicia
19400,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,702.1,2056875.02,0.5,8,2.93,Landing,National,PescadeGalicia
19401,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,593.0,1818016.52,0.3,10,3.07,Landing,National,PescadeGalicia
19402,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,524.5,1736233.84,1.75,8.2,3.31,Landing,National,PescadeGalicia
19403,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Equinodermos,,,,Fresh,Offshore & Coastal,Paracentrotus lividus,URM,Erizo de mar,Ourizo,633.9,2487868.56,0.12,13,3.93,Landing,National,PescadeGalicia
75,Noroeste1950,Spain,Spain,Noroeste,27,"VIIIc, IXa",1950,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,2.0,,,,,Landing,National,DGPM
183,Noroeste1951,Spain,Spain,Noroeste,27,"VIIIc, IXa",1951,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,18.7,,,,,Landing,National,DGPM
291,Noroeste1952,Spain,Spain,Noroeste,27,"VIIIc, IXa",1952,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,52.1,,,,,Landing,National,DGPM
399,Noroeste1953,Spain,Spain,Noroeste,27,"VIIIc, IXa",1953,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,25.8,,,,,Landing,National,DGPM
507,Noroeste1954,Spain,Spain,Noroeste,27,"VIIIc, IXa",1954,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,6.5,,,,,Landing,National,DGPM
615,Noroeste1955,Spain,Spain,Noroeste,27,"VIIIc, IXa",1955,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,8.1,,,,,Landing,National,DGPM
723,Noroeste1956,Spain,Spain,Noroeste,27,"VIIIc, IXa",1956,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,3.7,,,,,Landing,National,DGPM
831,Noroeste1957,Spain,Spain,Noroeste,27,"VIIIc, IXa",1957,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,282.8,,,,,Landing,National,DGPM
939,Noroeste1958,Spain,Spain,Noroeste,27,"VIIIc, IXa",1958,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,146.5,,,,,Landing,National,DGPM
1047,Noroeste1959,Spain,Spain,Noroeste,27,"VIIIc, IXa",1959,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,46.2,,,,,Landing,National,DGPM
1155,Noroeste1960,Spain,Spain,Noroeste,27,"VIIIc, IXa",1960,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,14.2,,,,,Landing,National,DGPM
1263,Noroeste1961,Spain,Spain,Noroeste,27,"VIIIc, IXa",1961,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,1.6,,,,,Landing,National,DGPM
1371,Noroeste1962,Spain,Spain,Noroeste,27,"VIIIc, IXa",1962,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.1,,,,,Landing,National,DGPM
1480,Noroeste1963,Spain,Spain,Noroeste,27,"VIIIc, IXa",1963,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.7,,,,,Landing,National,DGPM
1589,Noroeste1964,Spain,Spain,Noroeste,27,"VIIIc, IXa",1964,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
1698,Noroeste1965,Spain,Spain,Noroeste,27,"VIIIc, IXa",1965,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,2.5,,,,,Landing,National,DGPM
1807,Noroeste1966,Spain,Spain,Noroeste,27,"VIIIc, IXa",1966,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,41.7,,,,,Landing,National,DGPM
1916,Noroeste1967,Spain,Spain,Noroeste,27,"VIIIc, IXa",1967,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,123.0,,,,,Landing,National,DGPM
2025,Noroeste1968,Spain,Spain,Noroeste,27,"VIIIc, IXa",1968,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,5.7,,,,,Landing,National,DGPM
2134,Noroeste1969,Spain,Spain,Noroeste,27,"VIIIc, IXa",1969,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
2243,Noroeste1970,Spain,Spain,Noroeste,27,"VIIIc, IXa",1970,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
2352,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
2461,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.9,,,,,Landing,National,DGPM
2570,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.9,,,,,Landing,National,DGPM
2679,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
2788,Noroeste1975,Spain,Spain,Noroeste,27,"VIIIc, IXa",1975,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.5,,,,,Landing,National,DGPM
2897,Noroeste1976,Spain,Spain,Noroeste,27,"VIIIc, IXa",1976,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,6.5,,,,,Landing,National,DGPM
3006,Noroeste1977,Spain,Spain,Noroeste,27,"VIIIc, IXa",1977,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
3115,Noroeste1978,Spain,Spain,Noroeste,27,"VIIIc, IXa",1978,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,,,,,Landing,National,DGPM
3224,Noroeste1979,Spain,Spain,Noroeste,27,"VIIIc, IXa",1979,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,15.6,,,,,Landing,National,DGPM
3333,Noroeste1980,Spain,Spain,Noroeste,27,"VIIIc, IXa",1980,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.5,,,,,Landing,National,DGPM
3442,Noroeste1981,Spain,Spain,Noroeste,27,"VIIIc, IXa",1981,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,3.3,,,,,Landing,National,DGPM
3551,Noroeste1982,Spain,Spain,Noroeste,27,"VIIIc, IXa",1982,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,7.6,,,,,Landing,National,DGPM
3660,Noroeste1983,Spain,Spain,Noroeste,27,"VIIIc, IXa",1983,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,4.8,,,,,Landing,National,DGPM
3769,Noroeste1984,Spain,Spain,Noroeste,27,"VIIIc, IXa",1984,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.7,,,,,Landing,National,DGPM
3878,Noroeste1985,Spain,Spain,Noroeste,27,"VIIIc, IXa",1985,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.2,,,,,Landing,National,DGPM
3916,Noroeste1986,Spain,Spain,Noroeste,27,"VIIIc, IXa",1986,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,4.1,,,,,Landing,National,DGPM
4973,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,16.3,,,,,Landing,National,PescadeGalicia
4974,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,21.3,,,,,Landing,National,PescadeGalicia
4975,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,37.3,,,,,Landing,National,PescadeGalicia
4976,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,62.0,,,,,Landing,National,PescadeGalicia
4977,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,6.8,"107,037",1.89,29.85,15.7,Landing,National,PescadeGalicia
4978,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,1.5,"31,777",1.20,34.00,21.4,Landing,National,PescadeGalicia
4979,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,1.5,"18,070",0.36,39.00,11.7,Landing,National,PescadeGalicia
4980,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.5,"3,295",0.40,34.00,6.7,Landing,National,PescadeGalicia
4981,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,1.4,"7,369",1.00,23.80,5.4,Landing,National,PescadeGalicia
4982,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,204,0.69,14.00,5.8,Landing,National,PescadeGalicia
4983,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.0,437,3.00,20.00,10.7,Landing,National,PescadeGalicia
4984,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.5,"3,108",3.00,18.00,5.8,Landing,National,PescadeGalicia
4985,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.3,"2,586",1.90,33.00,9.4,Landing,National,PescadeGalicia
4986,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.4,"1,626",0.92,12.75,4.6,Landing,National,PescadeGalicia
4987,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.8,"8,841",4.75,24.90,10.5,Landing,National,PescadeGalicia
19234,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.5,3018.34,3,14,6.62,Landing,National,PescadeGalicia
19235,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.4,2870.55,3.75,13,8.2,Landing,National,PescadeGalicia
19236,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,0.2,482.94,1.63,12.2,3.02,Landing,National,PescadeGalicia
19237,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Crustaceos,Macruros,,,Fresh,Offshore & Coastal,Parapenaeus longirostris ,DPS,Gamba blanca / Gamba de altura,Gamba branca,1.5,29363.07,4.2,33.46,19.37,Landing,National,PescadeGalicia
5138,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,0.0,,,,,Landing,National,PescadeGalicia
5139,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,0.0,,,,,Landing,National,PescadeGalicia
5140,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,1.6,,,,,Landing,National,PescadeGalicia
5141,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,4.2,,,,,Landing,National,PescadeGalicia
5142,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,2.8,"4,854",0.48,18.55,1.7,Landing,National,PescadeGalicia
5143,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,2.1,"3,808",1.20,2.00,1.8,Landing,National,PescadeGalicia
5144,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,0.3,617,1.20,2.00,1.9,Landing,National,PescadeGalicia
5145,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Moluscos,Gasteropodos,,,Fresh,Offshore & Coastal,Patella spp ,LPZ,Lapas nep,Lapas nep,0.4,715,1.20,2.00,1.7,Landing,National,PescadeGalicia
