id,Codigo,CountryFishing,EEZarea,SubAreaEEZ,FAO Area,ICES Area,Year,Tipo,Tipo1,Tipo2,Tipo3,Fresco/Congelado,Origin,Taxon Name,FAO code,Common name_Spanish,Common name_Galician,Landings (tons),Landings (value in €)  ,Price Min. €/Kg ,Price Max. €/Kg ,Price Avrg €/Kg ,CatchType,Input,Notes: Fuente
5517,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,544.8,"103,816",0.05,5.14,0.2,Landing,National,PescadeGalicia
5518,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,450.8,"77,957",0.00,21.63,0.2,Landing,National,PescadeGalicia
5519,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,159.2,"25,842",0.00,16.99,0.2,Landing,National,PescadeGalicia
5520,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,294.7,"49,851",0.01,2.50,0.2,Landing,National,PescadeGalicia
5521,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,285.7,"58,382",0.01,2.59,0.2,Landing,National,PescadeGalicia
5522,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,486.7,"85,666",0.01,2.50,0.2,Landing,National,PescadeGalicia
5523,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,506.8,"90,956",0.01,2.09,0.2,Landing,National,PescadeGalicia
5524,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,639.7,"117,819",0.01,3.00,0.2,Landing,National,PescadeGalicia
5525,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,745.9,"134,303",0.01,2.50,0.2,Landing,National,PescadeGalicia
5526,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,966.8,"217,258",0.01,2.00,0.2,Landing,National,PescadeGalicia
5527,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,"4,930.0","2,734,960",0.01,5.90,0.6,Landing,National,PescadeGalicia
19010,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,"13,304.6",8917084.52,0.01,4.23,0.67,Landing,National,PescadeGalicia
19011,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,"9,500.8",4280377.46,0.01,6.95,0.45,Landing,National,PescadeGalicia
19012,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,"10,028.6",3855026.41,0.01,4.5,0.38,Landing,National,PescadeGalicia
19013,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Peces,Peces de fondo,Perciformes y afines,Esparidos,Fresh,Offshore & Coastal,Boops boops,BOG,Boga,Boga,"6,813.8",3005126.01,0.01,4.37,0.44,Landing,National,PescadeGalicia
6803,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6804,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6805,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6806,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6807,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6808,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6809,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6810,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6811,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6812,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6813,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6814,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6815,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6816,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,,,,,Landing,National,PescadeGalicia
6817,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.1,126,1.43,4.00,1.7,Landing,National,PescadeGalicia
19548,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,40.76,2,3.7,2.73,Landing,National,PescadeGalicia
19549,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,19.35,1,4,2.01,Landing,National,PescadeGalicia
19550,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Peces,Peces de fondo,Pleuronectiformes,,Fresh,Offshore & Coastal,Bothus podas,OUB,Podas,Rapapelos de ollos grandes,0.0,2.95,0.5,2,1.09,Landing,National,PescadeGalicia
88,Noroeste1950,Spain,Spain,Noroeste,27,"VIIIc, IXa",1950,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
196,Noroeste1951,Spain,Spain,Noroeste,27,"VIIIc, IXa",1951,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
304,Noroeste1952,Spain,Spain,Noroeste,27,"VIIIc, IXa",1952,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
412,Noroeste1953,Spain,Spain,Noroeste,27,"VIIIc, IXa",1953,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
520,Noroeste1954,Spain,Spain,Noroeste,27,"VIIIc, IXa",1954,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
628,Noroeste1955,Spain,Spain,Noroeste,27,"VIIIc, IXa",1955,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
736,Noroeste1956,Spain,Spain,Noroeste,27,"VIIIc, IXa",1956,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
844,Noroeste1957,Spain,Spain,Noroeste,27,"VIIIc, IXa",1957,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
952,Noroeste1958,Spain,Spain,Noroeste,27,"VIIIc, IXa",1958,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
1060,Noroeste1959,Spain,Spain,Noroeste,27,"VIIIc, IXa",1959,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
1168,Noroeste1960,Spain,Spain,Noroeste,27,"VIIIc, IXa",1960,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
1276,Noroeste1961,Spain,Spain,Noroeste,27,"VIIIc, IXa",1961,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
1384,Noroeste1962,Spain,Spain,Noroeste,27,"VIIIc, IXa",1962,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,218.5,,,,,Landing,National,DGPM
1493,Noroeste1963,Spain,Spain,Noroeste,27,"VIIIc, IXa",1963,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.4,,,,,Landing,National,DGPM
1602,Noroeste1964,Spain,Spain,Noroeste,27,"VIIIc, IXa",1964,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.2,,,,,Landing,National,DGPM
1711,Noroeste1965,Spain,Spain,Noroeste,27,"VIIIc, IXa",1965,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,12.0,,,,,Landing,National,DGPM
1820,Noroeste1966,Spain,Spain,Noroeste,27,"VIIIc, IXa",1966,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
1929,Noroeste1967,Spain,Spain,Noroeste,27,"VIIIc, IXa",1967,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,2.0,,,,,Landing,National,DGPM
2038,Noroeste1968,Spain,Spain,Noroeste,27,"VIIIc, IXa",1968,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2147,Noroeste1969,Spain,Spain,Noroeste,27,"VIIIc, IXa",1969,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2256,Noroeste1970,Spain,Spain,Noroeste,27,"VIIIc, IXa",1970,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2365,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,1.9,,,,,Landing,National,DGPM
2474,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2583,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2692,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2801,Noroeste1975,Spain,Spain,Noroeste,27,"VIIIc, IXa",1975,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
2910,Noroeste1976,Spain,Spain,Noroeste,27,"VIIIc, IXa",1976,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
3019,Noroeste1977,Spain,Spain,Noroeste,27,"VIIIc, IXa",1977,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,1.5,,,,,Landing,National,DGPM
3128,Noroeste1978,Spain,Spain,Noroeste,27,"VIIIc, IXa",1978,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
3237,Noroeste1979,Spain,Spain,Noroeste,27,"VIIIc, IXa",1979,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.1,,,,,Landing,National,DGPM
3346,Noroeste1980,Spain,Spain,Noroeste,27,"VIIIc, IXa",1980,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
3455,Noroeste1981,Spain,Spain,Noroeste,27,"VIIIc, IXa",1981,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,1.0,,,,,Landing,National,DGPM
3564,Noroeste1982,Spain,Spain,Noroeste,27,"VIIIc, IXa",1982,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.8,,,,,Landing,National,DGPM
3673,Noroeste1983,Spain,Spain,Noroeste,27,"VIIIc, IXa",1983,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
3782,Noroeste1984,Spain,Spain,Noroeste,27,"VIIIc, IXa",1984,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.3,,,,,Landing,National,DGPM
3891,Noroeste1985,Spain,Spain,Noroeste,27,"VIIIc, IXa",1985,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.0,,,,,Landing,National,DGPM
3929,Noroeste1986,Spain,Spain,Noroeste,27,"VIIIc, IXa",1986,Crustaceos,Braquiuros,,,Fresh,Offshore & Coastal,Brachyura spp,CRA,Cangrejos de mar nep,Cangrexos de mar nep,0.5,,,,,Landing,National,DGPM
67,Noroeste1950,Spain,Spain,Noroeste,27,"VIIIc, IXa",1950,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"4,614.3",,,,,Landing,National,DGPM
175,Noroeste1951,Spain,Spain,Noroeste,27,"VIIIc, IXa",1951,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,507.4",,,,,Landing,National,DGPM
283,Noroeste1952,Spain,Spain,Noroeste,27,"VIIIc, IXa",1952,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"5,933.2",,,,,Landing,National,DGPM
391,Noroeste1953,Spain,Spain,Noroeste,27,"VIIIc, IXa",1953,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"7,522.2",,,,,Landing,National,DGPM
499,Noroeste1954,Spain,Spain,Noroeste,27,"VIIIc, IXa",1954,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"8,011.9",,,,,Landing,National,DGPM
607,Noroeste1955,Spain,Spain,Noroeste,27,"VIIIc, IXa",1955,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"6,796.7",,,,,Landing,National,DGPM
715,Noroeste1956,Spain,Spain,Noroeste,27,"VIIIc, IXa",1956,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"8,483.1",,,,,Landing,National,DGPM
823,Noroeste1957,Spain,Spain,Noroeste,27,"VIIIc, IXa",1957,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"8,145.6",,,,,Landing,National,DGPM
931,Noroeste1958,Spain,Spain,Noroeste,27,"VIIIc, IXa",1958,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"5,388.9",,,,,Landing,National,DGPM
1039,Noroeste1959,Spain,Spain,Noroeste,27,"VIIIc, IXa",1959,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"7,343.2",,,,,Landing,National,DGPM
1147,Noroeste1960,Spain,Spain,Noroeste,27,"VIIIc, IXa",1960,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"4,074.9",,,,,Landing,National,DGPM
1255,Noroeste1961,Spain,Spain,Noroeste,27,"VIIIc, IXa",1961,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,361.4",,,,,Landing,National,DGPM
1363,Noroeste1962,Spain,Spain,Noroeste,27,"VIIIc, IXa",1962,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,491.6",,,,,Landing,National,DGPM
1472,Noroeste1963,Spain,Spain,Noroeste,27,"VIIIc, IXa",1963,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,200.4",,,,,Landing,National,DGPM
1581,Noroeste1964,Spain,Spain,Noroeste,27,"VIIIc, IXa",1964,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,998.5,,,,,Landing,National,DGPM
1690,Noroeste1965,Spain,Spain,Noroeste,27,"VIIIc, IXa",1965,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"8,260.2",,,,,Landing,National,DGPM
1799,Noroeste1966,Spain,Spain,Noroeste,27,"VIIIc, IXa",1966,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,100.6",,,,,Landing,National,DGPM
1908,Noroeste1967,Spain,Spain,Noroeste,27,"VIIIc, IXa",1967,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,903.2",,,,,Landing,National,DGPM
2017,Noroeste1968,Spain,Spain,Noroeste,27,"VIIIc, IXa",1968,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"5,077.3",,,,,Landing,National,DGPM
2126,Noroeste1969,Spain,Spain,Noroeste,27,"VIIIc, IXa",1969,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"4,322.2",,,,,Landing,National,DGPM
2235,Noroeste1970,Spain,Spain,Noroeste,27,"VIIIc, IXa",1970,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,542.4",,,,,Landing,National,DGPM
2344,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,194.3",,,,,Landing,National,DGPM
2453,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,565.9",,,,,Landing,National,DGPM
2562,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,565.9",,,,,Landing,National,DGPM
2671,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"7,702.5",,,,,Landing,National,DGPM
2780,Noroeste1975,Spain,Spain,Noroeste,27,"VIIIc, IXa",1975,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"15,963.2",,,,,Landing,National,DGPM
2889,Noroeste1976,Spain,Spain,Noroeste,27,"VIIIc, IXa",1976,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"11,806.8",,,,,Landing,National,DGPM
2998,Noroeste1977,Spain,Spain,Noroeste,27,"VIIIc, IXa",1977,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"13,461.4",,,,,Landing,National,DGPM
3107,Noroeste1978,Spain,Spain,Noroeste,27,"VIIIc, IXa",1978,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"5,809.3",,,,,Landing,National,DGPM
3216,Noroeste1979,Spain,Spain,Noroeste,27,"VIIIc, IXa",1979,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"6,541.7",,,,,Landing,National,DGPM
3325,Noroeste1980,Spain,Spain,Noroeste,27,"VIIIc, IXa",1980,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"4,693.7",,,,,Landing,National,DGPM
3434,Noroeste1981,Spain,Spain,Noroeste,27,"VIIIc, IXa",1981,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"8,360.9",,,,,Landing,National,DGPM
3543,Noroeste1982,Spain,Spain,Noroeste,27,"VIIIc, IXa",1982,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"2,624.5",,,,,Landing,National,DGPM
3652,Noroeste1983,Spain,Spain,Noroeste,27,"VIIIc, IXa",1983,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,221.4",,,,,Landing,National,DGPM
3761,Noroeste1984,Spain,Spain,Noroeste,27,"VIIIc, IXa",1984,Peces,Peces pelagicos,Perciformes y afines,Carangidos,Fresh,Offshore & Coastal,Brama brama,POA,Japuta / Palometa,Castañeta,"3,943.9",,,,,Landing,National,DGPM
